,Store,Dept,Date,Weekly_Sales
403348,43,87,2010-02-12,20.0
403349,43,87,2010-02-19,59.88
403350,43,87,2010-02-26,37.05
403351,43,87,2010-03-12,56.84
403352,43,87,2010-03-19,134.76
403353,43,87,2010-03-26,10.0
403354,43,87,2010-04-02,30.0
403355,43,87,2010-04-09,36.96
403356,43,87,2010-04-16,46.86
403357,43,87,2010-05-14,74.88
403358,43,87,2010-05-21,90.0
403359,43,87,2010-05-28,45.0
403360,43,87,2010-06-04,30.0
403361,43,87,2010-06-18,30.0
403362,43,87,2010-06-25,6.47
403363,43,87,2010-07-02,60.0
403364,43,87,2010-07-16,14.96
403365,43,87,2010-07-23,14.96
403366,43,87,2010-07-30,14.96
403367,43,87,2010-08-06,54.8
403368,43,87,2010-08-13,14.96
403369,43,87,2010-09-03,14.96
403370,43,87,2010-09-10,6.47
403371,43,87,2010-09-17,14.96
403372,43,87,2010-10-01,19.88
403373,43,87,2010-10-08,139.36
403374,43,87,2010-10-15,74.72
403375,43,87,2010-10-22,89.64
403376,43,87,2010-10-29,159.32
403377,43,87,2010-11-05,79.76
403378,43,87,2010-11-12,89.6
403379,43,87,2010-11-19,39.76
403380,43,87,2010-11-26,39.76
403381,43,87,2010-12-03,64.64
403382,43,87,2010-12-10,49.88
403383,43,87,2010-12-17,74.76
403384,43,87,2010-12-24,19.88
403385,43,87,2010-12-31,79.6
403386,43,87,2011-01-07,74.68
403387,43,87,2011-01-14,19.88
403388,43,87,2011-01-21,29.82
403389,43,87,2011-01-28,59.64
403390,43,87,2011-02-04,39.76
403391,43,87,2011-02-11,109.6
403392,43,87,2011-02-18,220.5
403393,43,87,2011-02-25,145.54
403394,43,87,2011-03-04,178.34
403395,43,87,2011-03-11,243.02
403396,43,87,2011-03-18,169.86
403397,43,87,2011-03-25,132.29
403398,43,87,2011-04-01,76.23
403399,43,87,2011-04-08,179.7
403400,43,87,2011-04-15,227.54
403401,43,87,2011-04-22,73.9
403402,43,87,2011-04-29,139.8
403403,43,87,2011-05-13,59.8
403404,43,87,2011-05-20,59.94
403405,43,87,2011-05-27,23.94
403406,43,87,2011-06-03,113.86
403407,43,87,2011-06-17,124.9
403408,43,87,2011-06-24,23.92
403409,43,87,2011-07-01,124.86
403410,43,87,2011-07-08,69.88
403411,43,87,2011-07-15,14.96
403412,43,87,2011-07-22,39.84
403413,43,87,2011-08-05,29.88
403414,43,87,2011-08-26,45.0
403415,43,87,2011-09-02,59.76
403416,43,87,2011-09-09,15.0
403417,43,87,2011-09-16,64.96
403418,43,87,2011-09-23,94.96
403419,43,87,2011-09-30,24.88
403420,43,87,2011-10-14,39.84
403421,43,87,2011-10-21,25.0
403422,43,87,2011-10-28,94.76
403423,43,87,2011-11-04,45.0
403424,43,87,2011-11-11,33.86
403425,43,87,2011-11-18,144.84
403426,43,87,2011-11-25,45.0
403427,43,87,2011-12-02,195.0
403428,43,87,2011-12-09,69.88
403429,43,87,2011-12-16,25.0
403430,43,87,2011-12-30,34.88
403431,43,87,2012-01-06,39.76
403432,43,87,2012-01-13,53.88
403433,43,87,2012-01-20,71.72
403434,43,87,2012-01-27,187.48
403435,43,87,2012-02-03,174.82
403436,43,87,2012-02-10,34.88
403437,43,87,2012-02-17,34.92
403438,43,87,2012-02-24,98.24
403439,43,87,2012-03-02,35.8
403440,43,87,2012-03-09,50.72
403441,43,87,2012-03-16,59.72
403442,43,87,2012-03-23,49.72
403443,43,87,2012-03-30,44.64
403444,43,87,2012-04-06,9.88
403445,43,87,2012-04-13,43.8
403446,43,87,2012-04-20,39.76
403447,43,87,2012-05-04,79.88
403448,43,87,2012-05-11,75.48
403449,43,87,2012-05-18,122.68
403450,43,87,2012-05-25,122.5
403451,43,87,2012-06-01,57.62
403452,43,87,2012-06-08,145.26
403453,43,87,2012-06-15,39.62
403454,43,87,2012-06-22,140.34
403455,43,87,2012-06-29,94.94
403456,43,87,2012-07-06,82.56
403457,43,87,2012-07-13,82.58
403458,43,87,2012-07-20,57.02
403459,43,87,2012-07-27,114.72
403460,43,87,2012-08-03,152.26
403461,43,87,2012-08-10,142.34
403462,43,87,2012-08-17,131.34
403463,43,87,2012-08-24,234.44
403464,43,87,2012-08-31,127.44
403465,43,87,2012-09-07,141.56
403466,43,87,2012-09-14,159.12
403467,43,87,2012-09-21,66.91
403468,43,87,2012-09-28,107.96
403469,43,87,2012-10-05,120.32
403470,43,87,2012-10-12,91.6
403471,43,87,2012-10-19,199.68
403472,43,87,2012-10-26,204.33
