,Store,Dept,Date,Weekly_Sales
165493,17,81,2010-02-05,11339.95
165494,17,81,2010-02-12,10455.36
165495,17,81,2010-02-19,10038.57
165496,17,81,2010-02-26,10706.26
165497,17,81,2010-03-05,10885.28
165498,17,81,2010-03-12,10045.0
165499,17,81,2010-03-19,10439.38
165500,17,81,2010-03-26,10656.95
165501,17,81,2010-04-02,10325.59
165502,17,81,2010-04-09,7785.67
165503,17,81,2010-04-16,8095.05
165504,17,81,2010-04-23,12699.31
165505,17,81,2010-04-30,10640.04
165506,17,81,2010-05-07,10716.26
165507,17,81,2010-05-14,10422.67
165508,17,81,2010-05-21,11182.66
165509,17,81,2010-05-28,11128.98
165510,17,81,2010-06-04,11096.12
165511,17,81,2010-06-11,10639.95
165512,17,81,2010-06-18,12028.4
165513,17,81,2010-06-25,11256.87
165514,17,81,2010-07-02,12723.27
165515,17,81,2010-07-09,11934.8
165516,17,81,2010-07-16,10818.18
165517,17,81,2010-07-23,10037.55
165518,17,81,2010-07-30,9865.07
165519,17,81,2010-08-06,9837.06
165520,17,81,2010-08-13,9365.4
165521,17,81,2010-08-20,8957.0
165522,17,81,2010-08-27,9292.48
165523,17,81,2010-09-03,10844.88
165524,17,81,2010-09-10,18328.85
165525,17,81,2010-09-17,12922.29
165526,17,81,2010-09-24,14218.61
165527,17,81,2010-10-01,13568.34
165528,17,81,2010-10-08,12611.92
165529,17,81,2010-10-15,12553.1
165530,17,81,2010-10-22,12016.72
165531,17,81,2010-10-29,11972.16
165532,17,81,2010-11-05,11747.66
165533,17,81,2010-11-12,11592.73
165534,17,81,2010-11-19,9930.72
165535,17,81,2010-11-26,6932.05
165536,17,81,2010-12-03,13199.51
165537,17,81,2010-12-10,9991.33
165538,17,81,2010-12-17,8711.03
165539,17,81,2010-12-24,7714.36
165540,17,81,2010-12-31,6554.48
165541,17,81,2011-01-07,18134.09
165542,17,81,2011-01-14,12726.54
165543,17,81,2011-01-21,13078.34
165544,17,81,2011-01-28,12480.43
165545,17,81,2011-02-04,13987.33
165546,17,81,2011-02-11,12416.65
165547,17,81,2011-02-18,11613.68
165548,17,81,2011-02-25,11981.72
165549,17,81,2011-03-04,12816.56
165550,17,81,2011-03-11,12141.03
165551,17,81,2011-03-18,12338.05
165552,17,81,2011-03-25,12281.04
165553,17,81,2011-04-01,12409.9
165554,17,81,2011-04-08,11133.73
165555,17,81,2011-04-15,10978.91
165556,17,81,2011-04-22,15921.5
165557,17,81,2011-04-29,11668.8
165558,17,81,2011-05-06,13838.28
165559,17,81,2011-05-13,13147.36
165560,17,81,2011-05-20,13791.92
165561,17,81,2011-05-27,14026.32
165562,17,81,2011-06-03,14277.94
165563,17,81,2011-06-10,13499.55
165564,17,81,2011-06-17,14249.86
165565,17,81,2011-06-24,14250.04
165566,17,81,2011-07-01,15626.86
165567,17,81,2011-07-08,14618.08
165568,17,81,2011-07-15,13868.9
165569,17,81,2011-07-22,12896.03
165570,17,81,2011-07-29,12576.14
165571,17,81,2011-08-05,12634.62
165572,17,81,2011-08-12,11031.51
165573,17,81,2011-08-19,10902.59
165574,17,81,2011-08-26,11446.13
165575,17,81,2011-09-02,11800.04
165576,17,81,2011-09-09,17285.08
165577,17,81,2011-09-16,16627.82
165578,17,81,2011-09-23,15186.41
165579,17,81,2011-09-30,14617.95
165580,17,81,2011-10-07,15184.79
165581,17,81,2011-10-14,14197.29
165582,17,81,2011-10-21,14205.9
165583,17,81,2011-10-28,14453.05
165584,17,81,2011-11-04,14835.3
165585,17,81,2011-11-11,14385.19
165586,17,81,2011-11-18,13701.99
165587,17,81,2011-11-25,9341.49
165588,17,81,2011-12-02,14687.61
165589,17,81,2011-12-09,12558.18
165590,17,81,2011-12-16,10148.47
165591,17,81,2011-12-23,8607.59
165592,17,81,2011-12-30,6460.63
165593,17,81,2012-01-06,19520.8
165594,17,81,2012-01-13,13528.58
165595,17,81,2012-01-20,13906.02
165596,17,81,2012-01-27,13855.59
165597,17,81,2012-02-03,14688.4
165598,17,81,2012-02-10,13363.49
165599,17,81,2012-02-17,12765.39
165600,17,81,2012-02-24,13640.51
165601,17,81,2012-03-02,14100.78
165602,17,81,2012-03-09,13412.21
165603,17,81,2012-03-16,13232.43
165604,17,81,2012-03-23,13383.82
165605,17,81,2012-03-30,13250.83
165606,17,81,2012-04-06,11644.61
165607,17,81,2012-04-13,9920.86
165608,17,81,2012-04-20,19328.88
165609,17,81,2012-04-27,15066.12
165610,17,81,2012-05-04,15349.08
165611,17,81,2012-05-11,16273.14
165612,17,81,2012-05-18,16375.55
165613,17,81,2012-05-25,16717.98
165614,17,81,2012-06-01,15365.19
165615,17,81,2012-06-08,15410.72
165616,17,81,2012-06-15,16332.08
165617,17,81,2012-06-22,15624.22
165618,17,81,2012-06-29,15839.58
165619,17,81,2012-07-06,17202.1
165620,17,81,2012-07-13,14709.22
165621,17,81,2012-07-20,13521.8
165622,17,81,2012-07-27,13074.51
165623,17,81,2012-08-03,12325.69
165624,17,81,2012-08-10,11617.09
165625,17,81,2012-08-17,11670.04
165626,17,81,2012-08-24,12147.22
165627,17,81,2012-08-31,12742.87
165628,17,81,2012-09-07,19002.73
165629,17,81,2012-09-14,17054.95
165630,17,81,2012-09-21,15357.53
165631,17,81,2012-09-28,16907.56
165632,17,81,2012-10-05,16106.3
165633,17,81,2012-10-12,15530.77
165634,17,81,2012-10-19,15463.35
165635,17,81,2012-10-26,15855.85
