,Store,Dept,Date,Weekly_Sales
341369,36,10,2010-02-05,8.0
341370,36,10,2010-02-12,36.67
341371,36,10,2010-02-19,38.14
341372,36,10,2010-02-26,35.83
341373,36,10,2010-03-05,30.14
341374,36,10,2010-03-12,11.69
341375,36,10,2010-03-19,3.23
341376,36,10,2010-03-26,2.46
341377,36,10,2010-04-02,6.92
341378,36,10,2010-04-09,8.15
341379,36,10,2010-04-16,7.69
341380,36,10,2010-04-23,10.46
341381,36,10,2010-04-30,3.23
341382,36,10,2010-05-07,68.98
341383,36,10,2010-05-14,163.45
341384,36,10,2010-05-21,155.26
341385,36,10,2010-05-28,127.53
341386,36,10,2010-06-04,144.07
341387,36,10,2010-06-11,132.37
341388,36,10,2010-06-18,112.11
341389,36,10,2010-06-25,167.46
341390,36,10,2010-07-02,135.88
341391,36,10,2010-07-09,116.25
341392,36,10,2010-07-16,180.59
341393,36,10,2010-07-23,200.39
341394,36,10,2010-07-30,152.07
341395,36,10,2010-08-06,106.99
341396,36,10,2010-08-13,196.7
341397,36,10,2010-08-20,159.79
341398,36,10,2010-08-27,205.56
341399,36,10,2010-09-03,128.6
341400,36,10,2010-09-10,117.12
341401,36,10,2010-09-17,122.54
341402,36,10,2010-09-24,115.75
341403,36,10,2010-10-01,119.68
341404,36,10,2010-10-08,195.57
341405,36,10,2010-10-15,170.71
341406,36,10,2010-10-22,190.12
341407,36,10,2010-10-29,152.15
341408,36,10,2010-11-05,136.14
341409,36,10,2010-11-12,238.19
341410,36,10,2010-11-19,164.09
341411,36,10,2010-11-26,193.97
341412,36,10,2010-12-03,251.95
341413,36,10,2010-12-10,185.29
341414,36,10,2010-12-17,248.23
341415,36,10,2010-12-24,184.64
341416,36,10,2010-12-31,168.07
341417,36,10,2011-01-07,95.21
341418,36,10,2011-01-14,172.1
341419,36,10,2011-01-21,196.57
341420,36,10,2011-01-28,161.78
341421,36,10,2011-02-04,332.08
341422,36,10,2011-02-11,234.33
341423,36,10,2011-02-18,182.77
341424,36,10,2011-02-25,191.28
341425,36,10,2011-03-04,213.93
341426,36,10,2011-03-11,296.91
341427,36,10,2011-03-18,198.39
341428,36,10,2011-03-25,215.66
341429,36,10,2011-04-01,210.99
341430,36,10,2011-04-08,171.16
341431,36,10,2011-04-15,157.86
341432,36,10,2011-04-22,230.65
341433,36,10,2011-04-29,179.87
341434,36,10,2011-05-06,171.46
341435,36,10,2011-05-13,162.26
341436,36,10,2011-05-20,169.34
341437,36,10,2011-05-27,233.55
341438,36,10,2011-06-03,158.0
341439,36,10,2011-06-10,168.57
341440,36,10,2011-06-17,152.12
341441,36,10,2011-06-24,141.75
341442,36,10,2011-07-01,211.85
341443,36,10,2011-07-08,147.76
341444,36,10,2011-07-15,136.88
341445,36,10,2011-07-22,175.57
341446,36,10,2011-07-29,155.48
341447,36,10,2011-08-05,177.09
341448,36,10,2011-08-12,151.2
341449,36,10,2011-08-19,168.46
341450,36,10,2011-08-26,182.42
341451,36,10,2011-09-02,177.03
341452,36,10,2011-09-09,155.27
341453,36,10,2011-09-16,239.69
341454,36,10,2011-09-23,188.11
341455,36,10,2011-09-30,130.07
341456,36,10,2011-10-07,201.88
341457,36,10,2011-10-14,115.8
341458,36,10,2011-10-21,194.81
341459,36,10,2011-10-28,173.3
341460,36,10,2011-11-04,184.55
341461,36,10,2011-11-11,174.41
341462,36,10,2011-11-18,183.97
341463,36,10,2011-11-25,234.96
341464,36,10,2011-12-02,156.23
341465,36,10,2011-12-09,206.74
341466,36,10,2011-12-16,180.39
341467,36,10,2011-12-23,195.06
341468,36,10,2011-12-30,147.86
341469,36,10,2012-01-06,143.99
341470,36,10,2012-01-13,213.32
341471,36,10,2012-01-20,139.2
341472,36,10,2012-01-27,176.93
341473,36,10,2012-02-03,131.36
341474,36,10,2012-02-10,148.46
341475,36,10,2012-02-17,127.18
341476,36,10,2012-02-24,248.71
341477,36,10,2012-03-02,218.06
341478,36,10,2012-03-09,155.81
341479,36,10,2012-03-16,191.37
341480,36,10,2012-03-23,200.69
341481,36,10,2012-03-30,211.31
341482,36,10,2012-04-06,259.93
341483,36,10,2012-04-13,206.71
341484,36,10,2012-04-20,225.28
341485,36,10,2012-04-27,227.93
341486,36,10,2012-05-04,218.26
341487,36,10,2012-05-11,259.31
341488,36,10,2012-05-18,179.08
341489,36,10,2012-05-25,323.05
341490,36,10,2012-06-01,311.77
341491,36,10,2012-06-08,138.23
341492,36,10,2012-06-15,144.9
341493,36,10,2012-06-22,168.38
341494,36,10,2012-06-29,272.01
341495,36,10,2012-07-06,204.66
341496,36,10,2012-07-13,129.2
341497,36,10,2012-07-20,283.24
341498,36,10,2012-07-27,245.05
341499,36,10,2012-08-03,289.46
341500,36,10,2012-08-10,324.84
341501,36,10,2012-08-17,299.08
341502,36,10,2012-08-24,174.64
341503,36,10,2012-08-31,341.92
341504,36,10,2012-09-07,314.58
341505,36,10,2012-09-14,185.23
341506,36,10,2012-09-21,198.97
341507,36,10,2012-09-28,247.94
341508,36,10,2012-10-05,174.96
341509,36,10,2012-10-12,334.04
341510,36,10,2012-10-19,335.28
341511,36,10,2012-10-26,351.86
