,Store,Dept,Date,Weekly_Sales
15795,2,42,2010-02-05,8438.99
15796,2,42,2010-02-12,6920.1
15797,2,42,2010-02-19,8394.74
15798,2,42,2010-02-26,8733.53
15799,2,42,2010-03-05,9739.51
15800,2,42,2010-03-12,9835.76
15801,2,42,2010-03-19,9707.01
15802,2,42,2010-03-26,7060.06
15803,2,42,2010-04-02,9896.87
15804,2,42,2010-04-09,9905.49
15805,2,42,2010-04-16,9006.24
15806,2,42,2010-04-23,9075.22
15807,2,42,2010-04-30,8816.3
15808,2,42,2010-05-07,9250.62
15809,2,42,2010-05-14,9289.16
15810,2,42,2010-05-21,9224.55
15811,2,42,2010-05-28,9082.5
15812,2,42,2010-06-04,8676.2
15813,2,42,2010-06-11,9909.47
15814,2,42,2010-06-18,9191.19
15815,2,42,2010-06-25,9044.05
15816,2,42,2010-07-02,9856.21
15817,2,42,2010-07-09,9440.38
15818,2,42,2010-07-16,9683.35
15819,2,42,2010-07-23,7857.29
15820,2,42,2010-07-30,9246.5
15821,2,42,2010-08-06,9756.88
15822,2,42,2010-08-13,10386.47
15823,2,42,2010-08-20,8830.05
15824,2,42,2010-08-27,8238.3
15825,2,42,2010-09-03,9382.39
15826,2,42,2010-09-10,9089.61
15827,2,42,2010-09-17,7942.4
15828,2,42,2010-09-24,7780.23
15829,2,42,2010-10-01,9449.57
15830,2,42,2010-10-08,10643.84
15831,2,42,2010-10-15,9329.04
15832,2,42,2010-10-22,10409.75
15833,2,42,2010-10-29,8218.26
15834,2,42,2010-11-05,8218.08
15835,2,42,2010-11-12,9340.91
15836,2,42,2010-11-19,7623.27
15837,2,42,2010-11-26,9232.44
15838,2,42,2010-12-03,7483.92
15839,2,42,2010-12-10,8881.35
15840,2,42,2010-12-17,8036.41
15841,2,42,2010-12-24,7919.09
15842,2,42,2010-12-31,7227.16
15843,2,42,2011-01-07,8486.04
15844,2,42,2011-01-14,5847.5
15845,2,42,2011-01-21,7813.39
15846,2,42,2011-01-28,8580.58
15847,2,42,2011-02-04,6637.94
15848,2,42,2011-02-11,6936.58
15849,2,42,2011-02-18,10965.25
15850,2,42,2011-02-25,8214.43
15851,2,42,2011-03-04,10088.38
15852,2,42,2011-03-11,8803.42
15853,2,42,2011-03-18,8973.6
15854,2,42,2011-03-25,8653.47
15855,2,42,2011-04-01,8895.66
15856,2,42,2011-04-08,8593.07
15857,2,42,2011-04-15,10724.78
15858,2,42,2011-04-22,7971.62
15859,2,42,2011-04-29,8155.77
15860,2,42,2011-05-06,8626.71
15861,2,42,2011-05-13,8384.13
15862,2,42,2011-05-20,8198.42
15863,2,42,2011-05-27,8632.31
15864,2,42,2011-06-03,8627.26
15865,2,42,2011-06-10,8758.94
15866,2,42,2011-06-17,9499.42
15867,2,42,2011-06-24,8807.66
15868,2,42,2011-07-01,8692.7
15869,2,42,2011-07-08,9236.9
15870,2,42,2011-07-15,8495.39
15871,2,42,2011-07-22,8557.88
15872,2,42,2011-07-29,9136.06
15873,2,42,2011-08-05,8425.23
15874,2,42,2011-08-12,7858.05
15875,2,42,2011-08-19,8158.67
15876,2,42,2011-08-26,8963.34
15877,2,42,2011-09-02,8388.55
15878,2,42,2011-09-09,9169.12
15879,2,42,2011-09-16,7346.25
15880,2,42,2011-09-23,6935.04
15881,2,42,2011-09-30,9021.65
15882,2,42,2011-10-07,7915.2
15883,2,42,2011-10-14,7682.92
15884,2,42,2011-10-21,7647.66
15885,2,42,2011-10-28,7629.53
15886,2,42,2011-11-04,8154.03
15887,2,42,2011-11-11,8082.11
15888,2,42,2011-11-18,7731.59
15889,2,42,2011-11-25,8821.25
15890,2,42,2011-12-02,8739.05
15891,2,42,2011-12-09,7328.16
15892,2,42,2011-12-16,7872.75
15893,2,42,2011-12-23,8624.23
15894,2,42,2011-12-30,7594.23
15895,2,42,2012-01-06,8560.07
15896,2,42,2012-01-13,8383.24
15897,2,42,2012-01-20,9001.64
15898,2,42,2012-01-27,7766.11
15899,2,42,2012-02-03,9120.06
15900,2,42,2012-02-10,9385.51
15901,2,42,2012-02-17,9134.42
15902,2,42,2012-02-24,9131.67
15903,2,42,2012-03-02,9984.77
15904,2,42,2012-03-09,9839.8
15905,2,42,2012-03-16,10324.24
15906,2,42,2012-03-23,8547.8
15907,2,42,2012-03-30,9680.21
15908,2,42,2012-04-06,9699.36
15909,2,42,2012-04-13,9141.01
15910,2,42,2012-04-20,9265.85
15911,2,42,2012-04-27,9043.09
15912,2,42,2012-05-04,10142.33
15913,2,42,2012-05-11,8851.31
15914,2,42,2012-05-18,9652.85
15915,2,42,2012-05-25,9481.85
15916,2,42,2012-06-01,9098.67
15917,2,42,2012-06-08,9304.06
15918,2,42,2012-06-15,9403.26
15919,2,42,2012-06-22,10004.38
15920,2,42,2012-06-29,8918.15
15921,2,42,2012-07-06,9593.58
15922,2,42,2012-07-13,7744.0
15923,2,42,2012-07-20,8796.61
15924,2,42,2012-07-27,8586.39
15925,2,42,2012-08-03,9566.56
15926,2,42,2012-08-10,9343.33
15927,2,42,2012-08-17,9901.15
15928,2,42,2012-08-24,8713.62
15929,2,42,2012-08-31,8728.1
15930,2,42,2012-09-07,8184.85
15931,2,42,2012-09-14,8264.65
15932,2,42,2012-09-21,7973.31
15933,2,42,2012-09-28,9083.51
15934,2,42,2012-10-05,8530.26
15935,2,42,2012-10-12,8078.79
15936,2,42,2012-10-19,8549.4
15937,2,42,2012-10-26,8658.25
