,Store,Dept,Date,Weekly_Sales
39748,4,99,2010-02-19,8.98
39749,4,99,2010-12-17,6.0
39750,4,99,2011-03-04,230.0
39751,4,99,2011-05-06,20.0
39752,4,99,2011-05-13,65.0
39753,4,99,2011-05-20,3.5
39754,4,99,2011-06-17,150.0
39755,4,99,2011-08-19,600.0
39756,4,99,2011-08-26,30.0
39757,4,99,2011-09-02,100.0
39758,4,99,2011-09-09,60.0
39759,4,99,2011-11-11,50.0
39760,4,99,2011-11-25,3200.0
39761,4,99,2011-12-09,1100.0
39762,4,99,2011-12-16,8570.0
39763,4,99,2011-12-23,5120.0
39764,4,99,2011-12-30,220.0
39765,4,99,2012-02-03,200.0
39766,4,99,2012-02-10,1735.0
39767,4,99,2012-02-17,1744.53
39768,4,99,2012-03-02,20.0
39769,4,99,2012-03-09,40.0
39770,4,99,2012-04-06,100.0
39771,4,99,2012-04-13,40.0
39772,4,99,2012-05-04,460.0
39773,4,99,2012-05-11,30.0
39774,4,99,2012-06-08,224.88
39775,4,99,2012-06-15,160.0
39776,4,99,2012-06-22,55.0
39777,4,99,2012-07-06,50.02
39778,4,99,2012-07-13,0.14
39779,4,99,2012-07-20,0.08
39780,4,99,2012-07-27,0.06
39781,4,99,2012-08-03,30.06
39782,4,99,2012-08-10,50.08
39783,4,99,2012-08-17,0.08
39784,4,99,2012-08-24,930.06
39785,4,99,2012-08-31,20.08
39786,4,99,2012-09-07,0.07
39787,4,99,2012-09-14,0.04
39788,4,99,2012-10-05,490.0
39789,4,99,2012-10-12,260.0
